統計年度,按照別,區域別,生母年齡,出生身分,嬰兒出生數
112,按發生日期分,嘉義縣大林鎮,35～39歲,婚生,27
112,按發生日期分,嘉義縣大林鎮,35～39歲,遺腹子,1
112,按發生日期分,嘉義縣大林鎮,35～39歲,非婚生已認領,0
112,按發生日期分,嘉義縣大林鎮,35～39歲,非婚生未認領,1
112,按發生日期分,嘉義縣大林鎮,35～39歲,無依兒童,0
112,按發生日期分,嘉義縣大林鎮,40～44歲,婚生,6
112,按發生日期分,嘉義縣大林鎮,40～44歲,遺腹子,0
112,按發生日期分,嘉義縣大林鎮,40～44歲,非婚生已認領,0
112,按發生日期分,嘉義縣大林鎮,40～44歲,非婚生未認領,2
112,按發生日期分,嘉義縣大林鎮,40～44歲,無依兒童,0
112,按發生日期分,嘉義縣大林鎮,45～49歲,婚生,0
112,按發生日期分,嘉義縣大林鎮,45～49歲,遺腹子,0
112,按發生日期分,嘉義縣大林鎮,45～49歲,非婚生已認領,0
112,按發生日期分,嘉義縣大林鎮,45～49歲,非婚生未認領,0
112,按發生日期分,嘉義縣大林鎮,45～49歲,無依兒童,0
112,按發生日期分,嘉義縣大林鎮,50歲以上,婚生,0
112,按發生日期分,嘉義縣大林鎮,50歲以上,遺腹子,0
112,按發生日期分,嘉義縣大林鎮,50歲以上,非婚生已認領,0
112,按發生日期分,嘉義縣大林鎮,50歲以上,非婚生未認領,0
112,按發生日期分,嘉義縣大林鎮,50歲以上,無依兒童,0
112,按發生日期分,嘉義縣民雄鄉,未滿15歲,婚生,0
112,按發生日期分,嘉義縣民雄鄉,未滿15歲,遺腹子,0
112,按發生日期分,嘉義縣民雄鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,嘉義縣民雄鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,嘉義縣民雄鄉,未滿15歲,無依兒童,0
112,按發生日期分,嘉義縣民雄鄉,15～19歲,婚生,3
112,按發生日期分,嘉義縣民雄鄉,15～19歲,遺腹子,0
112,按發生日期分,嘉義縣民雄鄉,15～19歲,非婚生已認領,0
112,按發生日期分,嘉義縣民雄鄉,15～19歲,非婚生未認領,0
112,按發生日期分,嘉義縣民雄鄉,15～19歲,無依兒童,0
112,按發生日期分,嘉義縣民雄鄉,20～24歲,婚生,26
112,按發生日期分,嘉義縣民雄鄉,20～24歲,遺腹子,0
112,按發生日期分,嘉義縣民雄鄉,20～24歲,非婚生已認領,0
112,按發生日期分,嘉義縣民雄鄉,20～24歲,非婚生未認領,0
112,按發生日期分,嘉義縣民雄鄉,20～24歲,無依兒童,0
112,按發生日期分,嘉義縣民雄鄉,25～29歲,婚生,82
112,按發生日期分,嘉義縣民雄鄉,25～29歲,遺腹子,0
112,按發生日期分,嘉義縣民雄鄉,25～29歲,非婚生已認領,1
112,按發生日期分,嘉義縣民雄鄉,25～29歲,非婚生未認領,2
112,按發生日期分,嘉義縣民雄鄉,25～29歲,無依兒童,0
112,按發生日期分,嘉義縣民雄鄉,30～34歲,婚生,107
112,按發生日期分,嘉義縣民雄鄉,30～34歲,遺腹子,0
112,按發生日期分,嘉義縣民雄鄉,30～34歲,非婚生已認領,1
112,按發生日期分,嘉義縣民雄鄉,30～34歲,非婚生未認領,0
112,按發生日期分,嘉義縣民雄鄉,30～34歲,無依兒童,0
112,按發生日期分,嘉義縣民雄鄉,35～39歲,婚生,65
112,按發生日期分,嘉義縣民雄鄉,35～39歲,遺腹子,0
112,按發生日期分,嘉義縣民雄鄉,35～39歲,非婚生已認領,1
112,按發生日期分,嘉義縣民雄鄉,35～39歲,非婚生未認領,1
112,按發生日期分,嘉義縣民雄鄉,35～39歲,無依兒童,0
112,按發生日期分,嘉義縣民雄鄉,40～44歲,婚生,14
112,按發生日期分,嘉義縣民雄鄉,40～44歲,遺腹子,0
112,按發生日期分,嘉義縣民雄鄉,40～44歲,非婚生已認領,1
112,按發生日期分,嘉義縣民雄鄉,40～44歲,非婚生未認領,2
112,按發生日期分,嘉義縣民雄鄉,40～44歲,無依兒童,0
112,按發生日期分,嘉義縣民雄鄉,45～49歲,婚生,0
112,按發生日期分,嘉義縣民雄鄉,45～49歲,遺腹子,0
112,按發生日期分,嘉義縣民雄鄉,45～49歲,非婚生已認領,0
112,按發生日期分,嘉義縣民雄鄉,45～49歲,非婚生未認領,0
112,按發生日期分,嘉義縣民雄鄉,45～49歲,無依兒童,0
112,按發生日期分,嘉義縣民雄鄉,50歲以上,婚生,0
112,按發生日期分,嘉義縣民雄鄉,50歲以上,遺腹子,0
112,按發生日期分,嘉義縣民雄鄉,50歲以上,非婚生已認領,0
112,按發生日期分,嘉義縣民雄鄉,50歲以上,非婚生未認領,0
112,按發生日期分,嘉義縣民雄鄉,50歲以上,無依兒童,0
112,按發生日期分,嘉義縣溪口鄉,未滿15歲,婚生,0
112,按發生日期分,嘉義縣溪口鄉,未滿15歲,遺腹子,0
112,按發生日期分,嘉義縣溪口鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,嘉義縣溪口鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,嘉義縣溪口鄉,未滿15歲,無依兒童,0
112,按發生日期分,嘉義縣溪口鄉,15～19歲,婚生,1
112,按發生日期分,嘉義縣溪口鄉,15～19歲,遺腹子,0
112,按發生日期分,嘉義縣溪口鄉,15～19歲,非婚生已認領,0
112,按發生日期分,嘉義縣溪口鄉,15～19歲,非婚生未認領,0
112,按發生日期分,嘉義縣溪口鄉,15～19歲,無依兒童,0
112,按發生日期分,嘉義縣溪口鄉,20～24歲,婚生,3
112,按發生日期分,嘉義縣溪口鄉,20～24歲,遺腹子,0
112,按發生日期分,嘉義縣溪口鄉,20～24歲,非婚生已認領,0
112,按發生日期分,嘉義縣溪口鄉,20～24歲,非婚生未認領,1
112,按發生日期分,嘉義縣溪口鄉,20～24歲,無依兒童,0
112,按發生日期分,嘉義縣溪口鄉,25～29歲,婚生,10
112,按發生日期分,嘉義縣溪口鄉,25～29歲,遺腹子,0
112,按發生日期分,嘉義縣溪口鄉,25～29歲,非婚生已認領,0
112,按發生日期分,嘉義縣溪口鄉,25～29歲,非婚生未認領,1
112,按發生日期分,嘉義縣溪口鄉,25～29歲,無依兒童,0
112,按發生日期分,嘉義縣溪口鄉,30～34歲,婚生,9
112,按發生日期分,嘉義縣溪口鄉,30～34歲,遺腹子,0
112,按發生日期分,嘉義縣溪口鄉,30～34歲,非婚生已認領,0
112,按發生日期分,嘉義縣溪口鄉,30～34歲,非婚生未認領,0
112,按發生日期分,嘉義縣溪口鄉,30～34歲,無依兒童,0
112,按發生日期分,嘉義縣溪口鄉,35～39歲,婚生,13
112,按發生日期分,嘉義縣溪口鄉,35～39歲,遺腹子,0
112,按發生日期分,嘉義縣溪口鄉,35～39歲,非婚生已認領,0
112,按發生日期分,嘉義縣溪口鄉,35～39歲,非婚生未認領,0
112,按發生日期分,嘉義縣溪口鄉,35～39歲,無依兒童,0
112,按發生日期分,嘉義縣溪口鄉,40～44歲,婚生,0
112,按發生日期分,嘉義縣溪口鄉,40～44歲,遺腹子,0
112,按發生日期分,嘉義縣溪口鄉,40～44歲,非婚生已認領,0
112,按發生日期分,嘉義縣溪口鄉,40～44歲,非婚生未認領,1
112,按發生日期分,嘉義縣溪口鄉,40～44歲,無依兒童,0
112,按發生日期分,嘉義縣溪口鄉,45～49歲,婚生,0
112,按發生日期分,嘉義縣溪口鄉,45～49歲,遺腹子,0
112,按發生日期分,嘉義縣溪口鄉,45～49歲,非婚生已認領,0
112,按發生日期分,嘉義縣溪口鄉,45～49歲,非婚生未認領,0
112,按發生日期分,嘉義縣溪口鄉,45～49歲,無依兒童,0
112,按發生日期分,嘉義縣溪口鄉,50歲以上,婚生,0
112,按發生日期分,嘉義縣溪口鄉,50歲以上,遺腹子,0
112,按發生日期分,嘉義縣溪口鄉,50歲以上,非婚生已認領,0
112,按發生日期分,嘉義縣溪口鄉,50歲以上,非婚生未認領,0
112,按發生日期分,嘉義縣溪口鄉,50歲以上,無依兒童,0
112,按發生日期分,嘉義縣新港鄉,未滿15歲,婚生,0
112,按發生日期分,嘉義縣新港鄉,未滿15歲,遺腹子,0
112,按發生日期分,嘉義縣新港鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,嘉義縣新港鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,嘉義縣新港鄉,未滿15歲,無依兒童,0
112,按發生日期分,嘉義縣新港鄉,15～19歲,婚生,2
112,按發生日期分,嘉義縣新港鄉,15～19歲,遺腹子,0
112,按發生日期分,嘉義縣新港鄉,15～19歲,非婚生已認領,0
112,按發生日期分,嘉義縣新港鄉,15～19歲,非婚生未認領,0
112,按發生日期分,嘉義縣新港鄉,15～19歲,無依兒童,0
112,按發生日期分,嘉義縣新港鄉,20～24歲,婚生,23
112,按發生日期分,嘉義縣新港鄉,20～24歲,遺腹子,0
112,按發生日期分,嘉義縣新港鄉,20～24歲,非婚生已認領,1
112,按發生日期分,嘉義縣新港鄉,20～24歲,非婚生未認領,0
112,按發生日期分,嘉義縣新港鄉,20～24歲,無依兒童,0
112,按發生日期分,嘉義縣新港鄉,25～29歲,婚生,44
112,按發生日期分,嘉義縣新港鄉,25～29歲,遺腹子,0
112,按發生日期分,嘉義縣新港鄉,25～29歲,非婚生已認領,1
112,按發生日期分,嘉義縣新港鄉,25～29歲,非婚生未認領,1
112,按發生日期分,嘉義縣新港鄉,25～29歲,無依兒童,0
112,按發生日期分,嘉義縣新港鄉,30～34歲,婚生,44
112,按發生日期分,嘉義縣新港鄉,30～34歲,遺腹子,0
112,按發生日期分,嘉義縣新港鄉,30～34歲,非婚生已認領,0
112,按發生日期分,嘉義縣新港鄉,30～34歲,非婚生未認領,0
112,按發生日期分,嘉義縣新港鄉,30～34歲,無依兒童,0
112,按發生日期分,嘉義縣新港鄉,35～39歲,婚生,20
112,按發生日期分,嘉義縣新港鄉,35～39歲,遺腹子,0
112,按發生日期分,嘉義縣新港鄉,35～39歲,非婚生已認領,2
112,按發生日期分,嘉義縣新港鄉,35～39歲,非婚生未認領,1
112,按發生日期分,嘉義縣新港鄉,35～39歲,無依兒童,0
112,按發生日期分,嘉義縣新港鄉,40～44歲,婚生,4
112,按發生日期分,嘉義縣新港鄉,40～44歲,遺腹子,0
112,按發生日期分,嘉義縣新港鄉,40～44歲,非婚生已認領,0
112,按發生日期分,嘉義縣新港鄉,40～44歲,非婚生未認領,1
112,按發生日期分,嘉義縣新港鄉,40～44歲,無依兒童,0
112,按發生日期分,嘉義縣新港鄉,45～49歲,婚生,0
112,按發生日期分,嘉義縣新港鄉,45～49歲,遺腹子,0
112,按發生日期分,嘉義縣新港鄉,45～49歲,非婚生已認領,0
112,按發生日期分,嘉義縣新港鄉,45～49歲,非婚生未認領,0
112,按發生日期分,嘉義縣新港鄉,45～49歲,無依兒童,0
112,按發生日期分,嘉義縣新港鄉,50歲以上,婚生,0
112,按發生日期分,嘉義縣新港鄉,50歲以上,遺腹子,0
112,按發生日期分,嘉義縣新港鄉,50歲以上,非婚生已認領,0
112,按發生日期分,嘉義縣新港鄉,50歲以上,非婚生未認領,0
112,按發生日期分,嘉義縣新港鄉,50歲以上,無依兒童,0
112,按發生日期分,嘉義縣六腳鄉,未滿15歲,婚生,0
112,按發生日期分,嘉義縣六腳鄉,未滿15歲,遺腹子,0
112,按發生日期分,嘉義縣六腳鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,嘉義縣六腳鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,嘉義縣六腳鄉,未滿15歲,無依兒童,0
112,按發生日期分,嘉義縣六腳鄉,15～19歲,婚生,0
112,按發生日期分,嘉義縣六腳鄉,15～19歲,遺腹子,0
112,按發生日期分,嘉義縣六腳鄉,15～19歲,非婚生已認領,0
112,按發生日期分,嘉義縣六腳鄉,15～19歲,非婚生未認領,0
112,按發生日期分,嘉義縣六腳鄉,15～19歲,無依兒童,0
112,按發生日期分,嘉義縣六腳鄉,20～24歲,婚生,9
112,按發生日期分,嘉義縣六腳鄉,20～24歲,遺腹子,0
112,按發生日期分,嘉義縣六腳鄉,20～24歲,非婚生已認領,0
112,按發生日期分,嘉義縣六腳鄉,20～24歲,非婚生未認領,1
112,按發生日期分,嘉義縣六腳鄉,20～24歲,無依兒童,0
112,按發生日期分,嘉義縣六腳鄉,25～29歲,婚生,34
112,按發生日期分,嘉義縣六腳鄉,25～29歲,遺腹子,0
112,按發生日期分,嘉義縣六腳鄉,25～29歲,非婚生已認領,1
112,按發生日期分,嘉義縣六腳鄉,25～29歲,非婚生未認領,0
112,按發生日期分,嘉義縣六腳鄉,25～29歲,無依兒童,0
112,按發生日期分,嘉義縣六腳鄉,30～34歲,婚生,28
112,按發生日期分,嘉義縣六腳鄉,30～34歲,遺腹子,0
112,按發生日期分,嘉義縣六腳鄉,30～34歲,非婚生已認領,0
112,按發生日期分,嘉義縣六腳鄉,30～34歲,非婚生未認領,0
112,按發生日期分,嘉義縣六腳鄉,30～34歲,無依兒童,0
112,按發生日期分,嘉義縣六腳鄉,35～39歲,婚生,15
112,按發生日期分,嘉義縣六腳鄉,35～39歲,遺腹子,0
112,按發生日期分,嘉義縣六腳鄉,35～39歲,非婚生已認領,0
112,按發生日期分,嘉義縣六腳鄉,35～39歲,非婚生未認領,0
112,按發生日期分,嘉義縣六腳鄉,35～39歲,無依兒童,0
112,按發生日期分,嘉義縣六腳鄉,40～44歲,婚生,3
112,按發生日期分,嘉義縣六腳鄉,40～44歲,遺腹子,0
112,按發生日期分,嘉義縣六腳鄉,40～44歲,非婚生已認領,0
112,按發生日期分,嘉義縣六腳鄉,40～44歲,非婚生未認領,0
112,按發生日期分,嘉義縣六腳鄉,40～44歲,無依兒童,0
112,按發生日期分,嘉義縣六腳鄉,45～49歲,婚生,0
112,按發生日期分,嘉義縣六腳鄉,45～49歲,遺腹子,0
112,按發生日期分,嘉義縣六腳鄉,45～49歲,非婚生已認領,0
112,按發生日期分,嘉義縣六腳鄉,45～49歲,非婚生未認領,0
112,按發生日期分,嘉義縣六腳鄉,45～49歲,無依兒童,0
112,按發生日期分,嘉義縣六腳鄉,50歲以上,婚生,0
112,按發生日期分,嘉義縣六腳鄉,50歲以上,遺腹子,0
112,按發生日期分,嘉義縣六腳鄉,50歲以上,非婚生已認領,0
112,按發生日期分,嘉義縣六腳鄉,50歲以上,非婚生未認領,0
112,按發生日期分,嘉義縣六腳鄉,50歲以上,無依兒童,0
112,按發生日期分,嘉義縣東石鄉,未滿15歲,婚生,0
112,按發生日期分,嘉義縣東石鄉,未滿15歲,遺腹子,0
112,按發生日期分,嘉義縣東石鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,嘉義縣東石鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,嘉義縣東石鄉,未滿15歲,無依兒童,0
112,按發生日期分,嘉義縣東石鄉,15～19歲,婚生,0
112,按發生日期分,嘉義縣東石鄉,15～19歲,遺腹子,0
112,按發生日期分,嘉義縣東石鄉,15～19歲,非婚生已認領,1
112,按發生日期分,嘉義縣東石鄉,15～19歲,非婚生未認領,0
112,按發生日期分,嘉義縣東石鄉,15～19歲,無依兒童,0
112,按發生日期分,嘉義縣東石鄉,20～24歲,婚生,14
112,按發生日期分,嘉義縣東石鄉,20～24歲,遺腹子,0
112,按發生日期分,嘉義縣東石鄉,20～24歲,非婚生已認領,0
112,按發生日期分,嘉義縣東石鄉,20～24歲,非婚生未認領,2
112,按發生日期分,嘉義縣東石鄉,20～24歲,無依兒童,0
112,按發生日期分,嘉義縣東石鄉,25～29歲,婚生,33
112,按發生日期分,嘉義縣東石鄉,25～29歲,遺腹子,0
112,按發生日期分,嘉義縣東石鄉,25～29歲,非婚生已認領,0
112,按發生日期分,嘉義縣東石鄉,25～29歲,非婚生未認領,0
112,按發生日期分,嘉義縣東石鄉,25～29歲,無依兒童,0
112,按發生日期分,嘉義縣東石鄉,30～34歲,婚生,28
112,按發生日期分,嘉義縣東石鄉,30～34歲,遺腹子,0
112,按發生日期分,嘉義縣東石鄉,30～34歲,非婚生已認領,0
112,按發生日期分,嘉義縣東石鄉,30～34歲,非婚生未認領,0
112,按發生日期分,嘉義縣東石鄉,30～34歲,無依兒童,0
112,按發生日期分,嘉義縣東石鄉,35～39歲,婚生,16
112,按發生日期分,嘉義縣東石鄉,35～39歲,遺腹子,0
112,按發生日期分,嘉義縣東石鄉,35～39歲,非婚生已認領,0
112,按發生日期分,嘉義縣東石鄉,35～39歲,非婚生未認領,0
112,按發生日期分,嘉義縣東石鄉,35～39歲,無依兒童,0
112,按發生日期分,嘉義縣東石鄉,40～44歲,婚生,4
112,按發生日期分,嘉義縣東石鄉,40～44歲,遺腹子,0
112,按發生日期分,嘉義縣東石鄉,40～44歲,非婚生已認領,0
112,按發生日期分,嘉義縣東石鄉,40～44歲,非婚生未認領,0
112,按發生日期分,嘉義縣東石鄉,40～44歲,無依兒童,0
112,按發生日期分,嘉義縣東石鄉,45～49歲,婚生,0
112,按發生日期分,嘉義縣東石鄉,45～49歲,遺腹子,0
112,按發生日期分,嘉義縣東石鄉,45～49歲,非婚生已認領,0
112,按發生日期分,嘉義縣東石鄉,45～49歲,非婚生未認領,0
112,按發生日期分,嘉義縣東石鄉,45～49歲,無依兒童,0
112,按發生日期分,嘉義縣東石鄉,50歲以上,婚生,0
112,按發生日期分,嘉義縣東石鄉,50歲以上,遺腹子,0
112,按發生日期分,嘉義縣東石鄉,50歲以上,非婚生已認領,0
112,按發生日期分,嘉義縣東石鄉,50歲以上,非婚生未認領,0
112,按發生日期分,嘉義縣東石鄉,50歲以上,無依兒童,0
112,按發生日期分,嘉義縣義竹鄉,未滿15歲,婚生,0
112,按發生日期分,嘉義縣義竹鄉,未滿15歲,遺腹子,0
112,按發生日期分,嘉義縣義竹鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,嘉義縣義竹鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,嘉義縣義竹鄉,未滿15歲,無依兒童,0
112,按發生日期分,嘉義縣義竹鄉,15～19歲,婚生,1
112,按發生日期分,嘉義縣義竹鄉,15～19歲,遺腹子,0
112,按發生日期分,嘉義縣義竹鄉,15～19歲,非婚生已認領,0
112,按發生日期分,嘉義縣義竹鄉,15～19歲,非婚生未認領,0
112,按發生日期分,嘉義縣義竹鄉,15～19歲,無依兒童,0
112,按發生日期分,嘉義縣義竹鄉,20～24歲,婚生,7
112,按發生日期分,嘉義縣義竹鄉,20～24歲,遺腹子,0
112,按發生日期分,嘉義縣義竹鄉,20～24歲,非婚生已認領,0
112,按發生日期分,嘉義縣義竹鄉,20～24歲,非婚生未認領,0
112,按發生日期分,嘉義縣義竹鄉,20～24歲,無依兒童,0
112,按發生日期分,嘉義縣義竹鄉,25～29歲,婚生,12
112,按發生日期分,嘉義縣義竹鄉,25～29歲,遺腹子,0
112,按發生日期分,嘉義縣義竹鄉,25～29歲,非婚生已認領,0
112,按發生日期分,嘉義縣義竹鄉,25～29歲,非婚生未認領,0
112,按發生日期分,嘉義縣義竹鄉,25～29歲,無依兒童,0
112,按發生日期分,嘉義縣義竹鄉,30～34歲,婚生,18
112,按發生日期分,嘉義縣義竹鄉,30～34歲,遺腹子,0
112,按發生日期分,嘉義縣義竹鄉,30～34歲,非婚生已認領,0
112,按發生日期分,嘉義縣義竹鄉,30～34歲,非婚生未認領,0
112,按發生日期分,嘉義縣義竹鄉,30～34歲,無依兒童,0
112,按發生日期分,嘉義縣義竹鄉,35～39歲,婚生,11
112,按發生日期分,嘉義縣義竹鄉,35～39歲,遺腹子,0
112,按發生日期分,嘉義縣義竹鄉,35～39歲,非婚生已認領,0
112,按發生日期分,嘉義縣義竹鄉,35～39歲,非婚生未認領,1
112,按發生日期分,嘉義縣義竹鄉,35～39歲,無依兒童,0
112,按發生日期分,嘉義縣義竹鄉,40～44歲,婚生,4
112,按發生日期分,嘉義縣義竹鄉,40～44歲,遺腹子,0
112,按發生日期分,嘉義縣義竹鄉,40～44歲,非婚生已認領,0
112,按發生日期分,嘉義縣義竹鄉,40～44歲,非婚生未認領,0
112,按發生日期分,嘉義縣義竹鄉,40～44歲,無依兒童,0
112,按發生日期分,嘉義縣義竹鄉,45～49歲,婚生,0
112,按發生日期分,嘉義縣義竹鄉,45～49歲,遺腹子,0
112,按發生日期分,嘉義縣義竹鄉,45～49歲,非婚生已認領,0
112,按發生日期分,嘉義縣義竹鄉,45～49歲,非婚生未認領,0
112,按發生日期分,嘉義縣義竹鄉,45～49歲,無依兒童,0
112,按發生日期分,嘉義縣義竹鄉,50歲以上,婚生,0
112,按發生日期分,嘉義縣義竹鄉,50歲以上,遺腹子,0
112,按發生日期分,嘉義縣義竹鄉,50歲以上,非婚生已認領,0
112,按發生日期分,嘉義縣義竹鄉,50歲以上,非婚生未認領,0
112,按發生日期分,嘉義縣義竹鄉,50歲以上,無依兒童,0
112,按發生日期分,嘉義縣鹿草鄉,未滿15歲,婚生,0
112,按發生日期分,嘉義縣鹿草鄉,未滿15歲,遺腹子,0
112,按發生日期分,嘉義縣鹿草鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,嘉義縣鹿草鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,嘉義縣鹿草鄉,未滿15歲,無依兒童,0
112,按發生日期分,嘉義縣鹿草鄉,15～19歲,婚生,1
112,按發生日期分,嘉義縣鹿草鄉,15～19歲,遺腹子,0
112,按發生日期分,嘉義縣鹿草鄉,15～19歲,非婚生已認領,0
112,按發生日期分,嘉義縣鹿草鄉,15～19歲,非婚生未認領,0
112,按發生日期分,嘉義縣鹿草鄉,15～19歲,無依兒童,0
112,按發生日期分,嘉義縣鹿草鄉,20～24歲,婚生,7
112,按發生日期分,嘉義縣鹿草鄉,20～24歲,遺腹子,0
112,按發生日期分,嘉義縣鹿草鄉,20～24歲,非婚生已認領,0
112,按發生日期分,嘉義縣鹿草鄉,20～24歲,非婚生未認領,0
112,按發生日期分,嘉義縣鹿草鄉,20～24歲,無依兒童,0
112,按發生日期分,嘉義縣鹿草鄉,25～29歲,婚生,22
112,按發生日期分,嘉義縣鹿草鄉,25～29歲,遺腹子,0
112,按發生日期分,嘉義縣鹿草鄉,25～29歲,非婚生已認領,0
112,按發生日期分,嘉義縣鹿草鄉,25～29歲,非婚生未認領,0
112,按發生日期分,嘉義縣鹿草鄉,25～29歲,無依兒童,0
112,按發生日期分,嘉義縣鹿草鄉,30～34歲,婚生,19
112,按發生日期分,嘉義縣鹿草鄉,30～34歲,遺腹子,0
112,按發生日期分,嘉義縣鹿草鄉,30～34歲,非婚生已認領,0
112,按發生日期分,嘉義縣鹿草鄉,30～34歲,非婚生未認領,0
112,按發生日期分,嘉義縣鹿草鄉,30～34歲,無依兒童,0
112,按發生日期分,嘉義縣鹿草鄉,35～39歲,婚生,14
112,按發生日期分,嘉義縣鹿草鄉,35～39歲,遺腹子,0
112,按發生日期分,嘉義縣鹿草鄉,35～39歲,非婚生已認領,1
112,按發生日期分,嘉義縣鹿草鄉,35～39歲,非婚生未認領,2
112,按發生日期分,嘉義縣鹿草鄉,35～39歲,無依兒童,0
112,按發生日期分,嘉義縣鹿草鄉,40～44歲,婚生,3
112,按發生日期分,嘉義縣鹿草鄉,40～44歲,遺腹子,0
112,按發生日期分,嘉義縣鹿草鄉,40～44歲,非婚生已認領,0
112,按發生日期分,嘉義縣鹿草鄉,40～44歲,非婚生未認領,1
112,按發生日期分,嘉義縣鹿草鄉,40～44歲,無依兒童,0
112,按發生日期分,嘉義縣鹿草鄉,45～49歲,婚生,0
112,按發生日期分,嘉義縣鹿草鄉,45～49歲,遺腹子,0
112,按發生日期分,嘉義縣鹿草鄉,45～49歲,非婚生已認領,0
112,按發生日期分,嘉義縣鹿草鄉,45～49歲,非婚生未認領,0
112,按發生日期分,嘉義縣鹿草鄉,45～49歲,無依兒童,0
112,按發生日期分,嘉義縣鹿草鄉,50歲以上,婚生,0
112,按發生日期分,嘉義縣鹿草鄉,50歲以上,遺腹子,0
112,按發生日期分,嘉義縣鹿草鄉,50歲以上,非婚生已認領,0
112,按發生日期分,嘉義縣鹿草鄉,50歲以上,非婚生未認領,0
112,按發生日期分,嘉義縣鹿草鄉,50歲以上,無依兒童,0
112,按發生日期分,嘉義縣水上鄉,未滿15歲,婚生,0
112,按發生日期分,嘉義縣水上鄉,未滿15歲,遺腹子,0
112,按發生日期分,嘉義縣水上鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,嘉義縣水上鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,嘉義縣水上鄉,未滿15歲,無依兒童,0
112,按發生日期分,嘉義縣水上鄉,15～19歲,婚生,3
112,按發生日期分,嘉義縣水上鄉,15～19歲,遺腹子,0
112,按發生日期分,嘉義縣水上鄉,15～19歲,非婚生已認領,0
112,按發生日期分,嘉義縣水上鄉,15～19歲,非婚生未認領,0
112,按發生日期分,嘉義縣水上鄉,15～19歲,無依兒童,0
112,按發生日期分,嘉義縣水上鄉,20～24歲,婚生,22
112,按發生日期分,嘉義縣水上鄉,20～24歲,遺腹子,0
112,按發生日期分,嘉義縣水上鄉,20～24歲,非婚生已認領,0
112,按發生日期分,嘉義縣水上鄉,20～24歲,非婚生未認領,2
112,按發生日期分,嘉義縣水上鄉,20～24歲,無依兒童,0
112,按發生日期分,嘉義縣水上鄉,25～29歲,婚生,52
112,按發生日期分,嘉義縣水上鄉,25～29歲,遺腹子,0
112,按發生日期分,嘉義縣水上鄉,25～29歲,非婚生已認領,0
112,按發生日期分,嘉義縣水上鄉,25～29歲,非婚生未認領,1
112,按發生日期分,嘉義縣水上鄉,25～29歲,無依兒童,0
112,按發生日期分,嘉義縣水上鄉,30～34歲,婚生,57
112,按發生日期分,嘉義縣水上鄉,30～34歲,遺腹子,0
112,按發生日期分,嘉義縣水上鄉,30～34歲,非婚生已認領,1
112,按發生日期分,嘉義縣水上鄉,30～34歲,非婚生未認領,2
112,按發生日期分,嘉義縣水上鄉,30～34歲,無依兒童,0
112,按發生日期分,嘉義縣水上鄉,35～39歲,婚生,32
112,按發生日期分,嘉義縣水上鄉,35～39歲,遺腹子,0
112,按發生日期分,嘉義縣水上鄉,35～39歲,非婚生已認領,0
112,按發生日期分,嘉義縣水上鄉,35～39歲,非婚生未認領,1
112,按發生日期分,嘉義縣水上鄉,35～39歲,無依兒童,0
112,按發生日期分,嘉義縣水上鄉,40～44歲,婚生,13
112,按發生日期分,嘉義縣水上鄉,40～44歲,遺腹子,0
112,按發生日期分,嘉義縣水上鄉,40～44歲,非婚生已認領,1
112,按發生日期分,嘉義縣水上鄉,40～44歲,非婚生未認領,0
112,按發生日期分,嘉義縣水上鄉,40～44歲,無依兒童,0
112,按發生日期分,嘉義縣水上鄉,45～49歲,婚生,1
112,按發生日期分,嘉義縣水上鄉,45～49歲,遺腹子,0
112,按發生日期分,嘉義縣水上鄉,45～49歲,非婚生已認領,0
112,按發生日期分,嘉義縣水上鄉,45～49歲,非婚生未認領,0
112,按發生日期分,嘉義縣水上鄉,45～49歲,無依兒童,0
112,按發生日期分,嘉義縣水上鄉,50歲以上,婚生,0
112,按發生日期分,嘉義縣水上鄉,50歲以上,遺腹子,0
112,按發生日期分,嘉義縣水上鄉,50歲以上,非婚生已認領,0
112,按發生日期分,嘉義縣水上鄉,50歲以上,非婚生未認領,0
112,按發生日期分,嘉義縣水上鄉,50歲以上,無依兒童,0
112,按發生日期分,嘉義縣中埔鄉,未滿15歲,婚生,0
112,按發生日期分,嘉義縣中埔鄉,未滿15歲,遺腹子,0
112,按發生日期分,嘉義縣中埔鄉,未滿15歲,非婚生已認領,0
112,按發生日期分,嘉義縣中埔鄉,未滿15歲,非婚生未認領,0
112,按發生日期分,嘉義縣中埔鄉,未滿15歲,無依兒童,0
